10000 17600
802 1726 17
803 6368 12
803 1773 14
803 2162 17
804 9153 18
804 1980 15
805 2177 13
806 1978 8
806 1516 5
807 8218 13
807 1890 14
808 1410 10
808 1503 7
808 1812 21
809 1846 9
809 1818 10
810 1316 12
810 1436 18
810 2173 5
811 2321 19
811 2009 7
811 2182 10
812 5636 14
812 1948 5
813 1408 18
813 1971 6
814 1632 15
814 1746 11
815 7239 5
815 2073 12
816 1360 9
816 1368 10
816 2042 20
817 1425 21
818 2062 12
818 1663 7
819 1886 5
820 1510 5
820 1582 11
821 2062 11
822 1799 12
822 1340 14
822 1895 17
822 2126 21
822 2139 19
823 1847 13
824 1371 14
824 1338 18
824 1717 6
825 1640 16
826 1708 8
826 1592 17
827 1991 17
828 1919 9
829 3059 16
829 1957 21
829 2155 17
830 5015 9
830 1357 5
830 1751 16
831 1560 19
831 1856 19
832 9652 18
832 2007 10
832 1314 14
833 2048 13
833 1543 16
834 1483 9
834 1475 21
835 1500 17
835 1359 12
835 1498 9
835 1534 18
836 1357 18
837 8068 12
837 1773 10
837 2054 8
837 2112 21
838 1735 21
839 2034 14
839 1589 16
840 1867 10
841 1486 11
842 1872 11
842 1839 16
842 1902 5
843 2296 19
843 1847 19
844 4574 20
844 1732 17
844 1318 15
845 1376 6
845 1660 9
846 2105 7
846 1370 18
846 1805 7
847 1634 18
847 1481 14
848 1723 7
849 2960 13
849 1982 13
849 1463 17
850 1472 15
851 2023 6
852 1857 16
853 9515 5
853 1862 9
853 2049 14
854 2057 21
854 1526 10
854 2069 15
855 2061 6
856 3284 21
856 1827 20
856 1416 17
856 1490 8
857 1335 14
858 1465 14
858 2043 11
859 1880 20
860 1362 13
861 1977 12
862 7112 6
862 1379 15
862 1969 6
863 1391 20
863 1626 17
864 2106 10
864 1894 7
865 2117 10
866 1854 20
867 7830 12
867 1919 16
868 1619 20
869 1905 6
869 1566 6
869 1961 18
869 2108 19
870 1493 15
870 2039 12
871 5977 8
871 1750 12
871 1607 10
872 4712 13
872 1939 16
873 1637 9
874 1718 17
875 1465 5
876 2178 9
876 1677 12
876 2141 14
877 2072 9
877 1938 19
877 2130 21
878 1884 8
879 1479 16
879 1838 8
880 1324 17
880 1877 9
881 1588 13
882 7961 17
882 1917 19
883 1708 8
884 2794 21
884 1787 10
884 1397 8
885 1702 5
885 1593 10
886 9201 5
886 1628 17
886 1615 15
887 1703 8
888 1802 6
889 2484 15
889 2095 15
889 1517 5
889 1521 18
889 2164 13
890 3000 19
890 1352 6
891 3587 17
891 1396 17
891 1944 8
892 7526 6
892 1707 8
893 1342 6
894 5291 8
894 2067 16
895 1850 20
895 1325 15
895 1522 20
896 1786 7
897 1771 17
897 1568 14
898 2156 19
899 1350 8
899 2089 12
900 5580 5
900 1640 8
901 2053 20
901 1687 20
901 1743 13
901 1835 12
901 2115 20
902 1998 15
903 6763 21
903 2095 14
904 1673 8
905 7000 6
905 1765 21
905 1782 10
906 1399 16
906 1779 17
907 6258 21
907 1536 7
907 1736 7
908 9655 16
908 1758 15
908 1602 21
909 1705 6
909 1627 7
909 1995 6
909 2052 11
910 1449 12
910 2172 19
911 1897 13
911 2160 5
912 1324 15
912 2019 20
913 1554 14
913 1899 16
914 1428 10
915 8355 15
915 1853 15
915 2059 12
916 1386 14
916 1794 7
916 1985 12
916 2075 13
917 1638 18
918 1738 6
919 1670 20
919 1548 10
920 3406 7
920 1823 13
921 3282 16
921 1847 17
921 2076 8
922 1754 16
922 1678 6
923 7769 16
923 1557 15
924 3683 6
924 1538 16
925 3806 7
925 2090 14
926 5542 20
926 2134 10
926 2088 19
927 1322 14
928 1545 11
929 3186 7
929 1425 20
929 1389 14
929 1651 19
930 4877 16
930 1404 8
930 2074 14
931 1922 12
932 1483 17
932 1591 10
933 1377 17
934 1561 16
934 1682 11
935 1827 18
936 1437 14
937 2021 7
937 2125 9
938 1641 20
938 2158 11
939 1810 6
939 2081 15
940 1648 11
940 1842 13
940 2181 14
941 1417 16
942 1833 9
942 1347 10
942 1552 8
943 1750 19
944 1825 7
944 1611 18
945 7074 21
945 2136 15
945 1608 8
946 1477 6
947 1811 11
948 1432 19
948 1551 18
949 2183 17
949 2165 17
950 2146 16
950 2058 7
951 1432 13
951 1613 17
952 1962 6
952 1913 10
952 2107 17
953 2095 14
954 1630 6
955 1953 18
956 2104 14
956 1972 12
957 8202 7
957 1719 12
958 2082 10
958 1469 13
959 2134 11
959 1864 14
960 1326 17
961 2183 15
962 1647 20
962 1936 8
962 2036 6
963 3425 14
963 1586 17
963 1597 20
963 1759 13
964 2132 10
965 1470 17
965 1385 21
966 1662 17
967 2004 11
968 1648 8
968 2110 9
969 4636 7
969 1869 12
969 1769 18
970 2118 5
971 1585 11
972 1697 16
972 1695 14
973 1666 19
974 3428 7
974 1770 20
975 1464 16
976 2927 11
976 2109 19
977 8834 11
977 1799 21
977 1645 6
978 1473 19
978 1965 5
978 2098 12
979 7982 8
979 1621 16
979 1747 16
980 2013 11
981 5480 17
981 1648 21
982 1461 18
982 1405 12
983 5226 18
983 1519 6
983 1466 5
984 1876 15
984 1579 10
985 1640 13
986 2655 21
986 1868 6
986 1364 13
986 2157 16
987 1354 6
988 1620 7
988 1659 12
989 1900 11
989 1841 12
990 1361 7
990 1317 19
990 1394 9
990 1494 11
991 1798 6
992 1393 13
992 1937 10
993 2439 16
993 1342 21
993 1492 21
993 1689 5
994 2132 5
995 1966 8
995 1744 18
996 1907 13
997 1491 18
997 1942 19
998 1990 14
998 2008 18
999 2122 9
1000 1432 16
1001 1830 14
1002 1950 10
1003 1853 11
1003 1315 13
1004 1704 16
1005 2083 18
1005 1596 6
1005 1918 6
1006 1791 8
1006 1495 11
1007 1511 6
1007 1390 8
1008 1408 14
1008 1768 6
1008 1836 10
1009 2037 21
1010 1511 7
1011 1876 13
1011 2176 8
1012 1791 5
1012 1484 19
1012 1553 11
1013 2153 9
1014 2057 14
1014 1375 15
1015 1403 21
1016 1636 6
1017 1480 15
1017 1976 6
1018 1428 14
1019 1968 17
1020 1334 16
1020 1381 10
1020 1952 19
1021 1369 12
1021 1413 17
1022 1346 16
1022 1848 11
1023 9428 10
1023 1402 10
1023 1665 20
1024 8590 20
1024 1922 14
1024 1452 21
1025 1749 17
1026 7205 11
1026 1691 12
1026 1412 10
1027 1518 10
1027 1451 12
1027 1527 5
1028 7661 15
1028 1929 6
1028 1550 15
1029 2161 14
1029 1983 12
1030 1911 15
1030 1459 19
1031 1491 8
1032 1711 20
1032 1488 5
1032 1813 21
1032 2035 15
1033 7313 9
1033 1871 12
1034 1679 20
1035 1540 13
1035 1455 14
1035 1997 20
1036 1653 11
1036 1852 15
1036 2064 12
1037 4871 15
1037 2021 18
1037 1427 15
1037 1555 12
1038 2005 18
1038 1680 18
1038 1721 18
1038 2016 13
1039 7579 17
1039 1945 13
1039 1453 5
1040 6511 5
1040 1616 19
1040 1988 10
1040 2120 21
1041 1684 20
1041 1951 21
1042 1367 17
1042 1415 5
1042 1580 17
1042 2046 6
1043 1374 6
1043 1504 12
1044 1728 5
1044 1502 13
1045 1778 6
1045 2001 11
1046 1536 18
1046 1528 21
1047 1978 18
1048 1770 19
1048 1737 5
1048 1874 21
1049 2161 19
1050 2071 10
1050 2145 9
1051 1321 15
1052 7851 17
1052 1710 20
1052 2087 19
1053 1799 16
1054 1486 11
1055 1443 17
1056 1434 17
1056 2154 10
1057 3059 18
1057 1572 12
1057 1430 21
1058 1684 17
1058 1901 14
1059 1731 14
1059 1748 18
1059 1785 9
1059 1788 12
1060 8340 11
1060 1757 6
1061 1766 12
1061 2170 16
1062 1483 14
1063 1993 15
1063 2167 10
1064 1844 13
1064 2070 9
1065 3293 6
1065 1640 20
1065 1421 13
1065 1603 19
1066 1667 13
1067 1640 16
1067 1583 17
1068 1577 13
1068 2003 6
1069 1478 21
1069 1333 15
1070 1701 7
1070 1832 8
1071 1496 6
1072 1599 15
1073 2450 6
1073 1499 14
1074 6218 20
1074 2009 14
1074 1683 7
1074 2027 14
1075 1949 21
1076 1727 9
1076 1387 12
1077 6472 19
1077 2140 10
1077 2168 19
1078 2041 15
1078 1896 6
1079 1478 19
1079 1681 11
1080 5253 5
1080 1982 19
1080 2033 18
1081 1699 18
1081 1753 16
1082 1380 7
1082 1761 18
1082 1928 20
1083 6959 17
1083 1623 12
1083 1339 6
1083 1454 16
1084 1749 21
1085 1556 8
1085 1424 16
1085 1485 17
1086 1915 13
1086 1487 17
1086 1860 16
1086 2056 6
1087 2136 21
1087 1533 15
1088 1616 18
1088 1692 12
1089 1547 14
1089 1587 11
1090 7314 5
1090 2047 11
1091 1564 20
1091 1696 7
1091 2111 13
1092 2007 18
1093 1532 7
1094 1449 11
1094 1992 12
1094 2068 8
1094 2096 14
1095 1931 8
1095 1358 7
1095 1419 6
1096 1512 12
1097 1609 21
1097 1755 14
1097 1930 11
1098 1953 18
1099 1584 20
1100 1595 6
1100 1819 21
1100 2038 18
1101 3506 19
1101 1920 16
1101 1777 13
1102 1360 10
1102 1760 14
1103 1963 17
1104 1508 11
1104 1724 20
1104 1729 8
1105 1923 18
1105 1803 13
1106 1974 11
1106 1981 14
1107 2032 11
1107 1855 18
1108 1373 20
1109 7835 11
1109 1686 21
1110 1540 19
1110 1725 17
1111 1670 9
1111 1372 13
1111 2028 14
1112 1793 10
1112 1348 9
1113 2012 11
1114 1619 10
1115 1641 16
1116 5081 12
1116 1778 8
1117 1810 8
1117 1505 13
1118 2083 15
1119 1497 16
1119 2174 20
1120 8732 16
1120 2092 8
1121 1954 21
1122 1797 12
1122 1669 8
1123 2137 19
1124 7731 15
1124 1872 10
1124 1468 17
1124 1671 11
1125 1858 6
1125 1652 11
1125 1741 16
1126 5484 14
1126 1362 11
1127 1809 12
1127 2175 7
1128 1586 18
1128 1542 16
1129 1795 19
1130 2161 14
1131 1356 5
1132 1739 18
1132 1418 10
1132 1767 11
1132 1946 12
1133 1738 21
1134 1509 10
1134 1605 21
1135 1570 5
1136 1447 12
1137 1970 12
1138 1861 9
1139 1343 9
1140 1576 19
1141 9482 21
1141 1664 19
1142 1674 14
1142 1351 9
1143 4338 15
1143 2026 10
1143 1331 11
1143 1392 7
1144 1914 10
1145 1350 17
1146 1612 16
1146 2084 7
1146 2151 9
1147 1336 12
1147 2113 19
1148 1941 9
1148 1960 6
1148 2006 20
1149 1433 16
1150 1621 14
1151 2086 21
1151 2128 5
1152 9426 11
1152 1934 14
1153 1786 7
1153 1581 11
1153 1655 20
1154 2109 18
1155 1906 11
1156 6335 9
1156 1966 20
1157 1720 11
1157 1332 5
1158 1461 11
1159 2179 6
1159 1614 9
1160 1978 21
1160 2040 5
1161 9043 6
1161 1797 15
1161 1420 8
1161 1423 5
1162 1828 17
1162 1873 21
1163 1764 6
1163 1525 10
1164 1625 7
1164 1573 17
1165 4382 6
1165 1757 9
1166 1388 9
1167 6437 17
1167 1750 13
1167 1733 15
1168 8964 8
1168 2073 20
1168 1514 7
1169 7949 19
1169 1714 17
1170 7627 5
1170 1446 10
1170 1330 10
1171 1667 11
1171 1523 12
1172 1922 9
1173 1763 21
1174 8788 21
1174 1786 6
1174 1618 16
1175 2356 9
1175 1699 6
1175 1943 5
1176 1361 16
1177 5696 11
1177 2136 16
1178 1880 6
1178 1567 12
1179 1858 8
1179 2114 14
1180 1558 12
1180 1814 20
1181 1959 10
1182 1354 8
1182 1722 18
1182 2159 6
1183 1688 14
1184 4872 17
1184 1775 12
1185 1322 6
1185 1355 14
1185 1598 10
1185 1654 8
1186 1863 6
1186 1796 7
1187 5678 7
1187 1624 5
1188 1851 6
1188 1366 5
1188 2124 15
1189 2023 12
1189 2017 21
1190 1434 18
1190 1594 8
1190 1817 9
1191 1434 5
1192 1312 14
1192 1313 18
1192 1450 14
1192 1903 19
1193 1999 11
1194 1816 18
1194 1363 9
1194 1756 16
1195 1921 11
1196 1789 20
1197 1511 15
1198 5131 13
1198 2030 6
1199 8566 10
1199 2102 15
1199 2116 11
1200 1609 7
1201 1914 7
1201 1882 9
1202 1697 8
1202 2180 7
1203 1851 9
1203 1401 7
1204 1442 16
1204 1685 12
1204 2144 11
1205 1989 6
1205 1927 14
1206 2298 15
1206 1772 15
1206 1694 19
1207 1536 13
1207 1709 9
1207 1910 20
1208 1718 10
1208 1476 15
1209 1378 19
1209 1456 19
1209 1808 6
1210 1382 10
1211 1793 6
1212 2014 20
1213 1758 7
1213 1601 18
1214 5138 5
1214 2153 13
1214 1414 13
1215 1622 14
1215 1515 5
1216 1422 14
1217 1802 15
1217 1457 15
1217 2099 5
1218 1867 15
1219 1354 16
1220 1406 17
1220 1656 5
1221 1374 5
1222 1889 20
1223 1365 13
1224 1884 13
1225 1633 10
1225 1657 15
1225 2055 14
1226 1799 17
1226 1435 19
1227 1762 12
1228 1344 12
1228 2045 10
1229 1690 12
1229 1639 14
1230 1666 10
1231 2178 20
1232 1719 16
1232 1870 16
1233 3186 16
1233 1403 19
1233 1448 5
1234 5780 21
1234 2022 7
1235 1935 15
1235 2169 17
1236 1600 7
1237 2032 9
1238 1344 20
1239 2065 13
1239 1885 20
1240 1634 13
1241 1500 8
1241 1916 14
1242 1878 7
1243 7571 10
1243 2156 15
1243 2119 9
1244 3859 15
1244 1892 14
1245 2133 10
1245 1629 17
1245 1706 6
1245 2029 20
1246 1353 12
1247 1648 6
1247 1327 6
1248 7501 12
1248 1643 17
1249 9121 17
1249 2131 18
1250 4401 5
1250 1506 6
1250 1426 20
1251 8242 9
1251 1480 21
1252 1800 9
1252 1635 20
1252 1925 6
1253 4089 12
1253 1549 12
1254 1642 21
1255 8289 17
1255 1604 13
1255 1530 20
1256 1815 12
1257 2763 19
1257 2092 7
1258 2137 10
1258 1875 21
1258 2000 21
1259 2143 14
1259 1975 14
1260 1329 6
1260 1337 6
1260 1837 9
1260 1947 5
1260 1984 6
1261 1693 8
1262 8967 6
1262 1464 5
1263 2082 14
1263 1544 20
1264 1499 10
1264 1467 18
1264 1610 6
1265 1675 9
1265 1780 18
1265 1849 7
1266 1646 5
1267 3811 6
1267 1407 12
1267 1676 15
1268 1429 7
1268 1866 17
1269 1395 18
1269 1563 11
1270 6944 12
1270 1775 14
1270 1320 18
1271 1750 15
1272 1684 10
1273 8052 14
1273 2127 19
1274 1824 20
1274 1790 9
1275 1668 20
1275 1806 9
1275 2150 18
1276 2072 11
1277 1820 19
1277 1539 17
1277 1888 21
1278 9913 12
1278 2077 16
1279 1846 18
1280 1742 9
1280 1458 7
1281 1804 13
1282 8009 18
1282 2091 20
1283 1699 8
1284 1672 6
1285 1524 11
1286 1438 14
1286 1562 13
1287 1464 15
1287 1535 13
1288 2024 9
1288 1891 7
1289 1462 18
1289 1996 5
1290 2132 17
1291 2423 8
1291 2129 19
1292 5461 9
1292 2097 11
1293 1977 20
1294 2136 18
1294 1531 21
1294 1715 5
1295 5542 11
1295 1734 18
1296 4175 14
1296 1606 16
1296 1575 20
1296 2094 10
1296 2166 12
1297 1932 6
1297 1471 10
1297 1559 7
1297 1956 21
1298 1720 8
1298 1908 9
1299 1411 12
1300 1384 18
1300 2031 15
1301 2015 17
1301 1716 6
1302 1904 21
1303 1624 9
1303 1441 18
1304 1524 20
1305 7248 12
1305 1690 15
1306 2109 21
1306 1829 16
1307 1343 11
1307 1740 7
1307 2079 5
1307 2138 14
1308 2010 10
1308 1698 6
1309 4898 13
1309 1987 12
1309 1887 21
1309 1958 6
1310 1658 20
1310 1967 17
1310 2020 20
1311 1977 20
1312 2446 6
1313 6720 17
1313 2335 9
1314 2416 6
1315 2311 15
1316 2518 8
1317 2536 9
1318 2720 20
1318 2412 9
1319 2185 21
1320 2343 7
1321 2456 6
1322 4584 16
1322 2398 15
1323 2375 6
1324 2512 11
1325 2884 6
1325 2322 14
1326 2341 14
1327 2399 12
1328 2306 15
1329 3756 17
1329 2325 19
1329 2328 9
1330 2285 7
1331 3435 8
1331 2390 16
1332 2367 6
1333 2432 11
1334 2217 7
1335 2332 18
1336 8508 7
1336 2434 12
1337 2529 7
1338 2286 14
1339 2377 18
1340 2385 12
1341 2393 15
1342 3508 10
1342 2532 10
1343 2494 5
1344 2440 19
1345 7777 20
1345 2300 19
1346 8054 6
1346 2434 6
1347 2386 5
1348 8451 18
1348 2450 12
1349 6014 11
1349 2477 9
1350 6371 7
1350 2212 16
1351 2341 7
1352 2399 19
1353 2361 5
1354 7222 14
1354 2380 16
1355 2403 10
1356 2342 17
1357 2406 6
1358 2509 20
1358 2265 15
1359 2298 9
1360 2403 16
1361 2395 15
1362 2511 15
1363 2339 19
1364 2426 15
1365 3466 13
1365 2188 8
1366 7169 5
1366 2452 13
1367 2338 11
1368 2205 14
1369 2301 11
1370 2329 5
1371 7135 19
1371 2247 21
1372 4086 9
1372 2200 16
1373 2285 14
1374 2536 12
1375 2191 9
1376 6508 7
1376 2422 15
1377 2687 17
1377 2358 12
1378 2273 21
1379 2355 12
1380 2518 9
1380 2374 5
1381 2449 18
1382 2961 13
1382 2345 11
1383 2249 8
1384 2383 7
1385 3121 15
1385 2356 10
1386 2504 8
1387 2373 10
1388 2248 6
1389 2320 21
1390 2226 17
1391 2511 21
1392 2331 7
1393 2410 20
1394 2200 5
1395 2345 12
1396 2418 19
1397 2495 6
1398 4529 21
1398 2222 7
1399 7177 19
1399 2424 18
1400 2270 11
1401 2194 12
1402 2432 16
1403 5304 16
1403 2399 14
1404 2427 5
1405 2505 9
1406 2476 15
1407 2201 9
1408 3776 6
1408 2325 12
1409 5730 15
1409 2371 8
1410 2479 7
1411 2391 11
1411 2521 12
1412 2271 14
1412 2242 21
1413 2432 21
1414 2323 12
1415 2414 9
1416 2274 19
1417 9373 5
1417 2200 14
1418 2409 16
1419 2259 17
1420 2288 12
1421 2401 16
1422 2470 19
1423 6327 15
1423 2483 13
1424 3152 6
1424 2316 15
1425 2332 11
1426 7727 6
1426 2253 17
1426 2430 21
1427 2228 17
1428 2448 13
1429 2227 12
1430 2198 18
1431 2237 16
1431 2362 12
1432 2459 6
1433 2372 15
1434 2438 19
1435 2504 16
1436 2205 20
1437 3018 6
1437 2532 13
1438 5302 5
1438 2318 10
1439 2971 11
1439 2370 9
1440 2425 20
1440 2411 8
1441 7778 21
1441 2397 11
1442 2341 8
1443 2518 11
1444 2418 10
1445 2412 9
1446 2316 14
1447 3761 17
1447 2376 10
1448 2201 15
1449 2258 11
1450 2385 13
1451 2336 17
1452 2313 13
1453 2329 17
1454 2393 13
1455 2511 19
1456 8033 9
1456 2288 13
1457 2528 13
1458 2410 16
1459 2466 7
1460 2522 19
1461 2378 16
1462 2198 8
1463 2475 9
1464 2348 8
1465 2389 15
1466 8960 12
1466 2334 10
1467 2485 18
1468 2402 12
1469 2297 16
1470 2329 19
1471 2494 18
1472 2302 17
1473 2500 16
1474 9899 5
1474 2250 15
1475 2202 18
1476 2307 12
1477 2479 10
1478 2238 8
1479 2287 16
1480 2295 20
1481 2489 11
1482 3952 12
1482 2226 16
1483 2223 5
1484 2225 10
1485 2396 6
1486 2221 20
1486 2515 17
1487 2239 6
1488 2228 18
1489 2451 21
1490 2512 15
1491 2526 13
1492 2392 8
1493 3665 16
1493 2531 10
1494 6470 15
1494 2386 6
1495 2232 17
1495 2364 15
1496 2214 13
1497 2251 19
1498 2470 20
1499 2412 13
1500 7785 14
1500 2312 13
1501 2294 5
1502 2228 8
1503 2420 7
1504 6069 14
1504 2387 8
1505 2534 8
1506 6018 18
1506 2249 20
1507 8551 15
1507 2530 10
1508 4573 13
1508 2295 9
1509 2512 13
1510 2255 13
1511 5012 19
1511 2243 15
1512 2284 18
1513 2395 11
1514 2224 13
1515 6625 14
1515 2348 18
1516 2788 5
1516 2184 6
1517 2483 17
1518 2369 21
1519 3537 13
1519 2473 10
1520 2464 10
1521 2514 17
1522 7348 9
1522 2344 15
1523 2330 17
1524 2311 21
1525 2416 14
1526 7736 6
1526 2427 6
1527 2516 11
1527 2192 5
1528 3963 8
1528 2494 21
1529 2330 20
1530 3684 6
1530 2480 11
1531 2209 11
1532 2342 15
1532 2429 8
1533 2255 5
1534 3153 11
1534 2481 9
1535 2497 10
1536 2305 8
1537 2211 18
1538 2481 21
1539 4817 19
1539 2259 9
1540 2236 18
1541 6586 11
1541 2245 15
1541 2317 18
1542 2437 5
1542 2333 5
1543 2346 21
1544 2193 15
1544 2197 14
1545 2290 8
1546 2523 7
1547 7492 8
1547 2532 6
1548 2340 9
1549 2527 13
1550 2353 18
1551 2503 19
1552 2271 16
1553 8525 7
1553 2322 5
1554 2254 10
1555 2255 7
1556 2537 17
1557 5990 7
1557 2371 5
1558 3856 11
1558 2437 15
1559 2309 9
1559 2492 8
1560 2510 21
1561 3932 12
1561 2479 7
1562 2207 16
1563 6071 7
1563 2455 11
1564 7719 17
1564 2247 8
1565 2212 12
1566 2500 11
1567 2217 14
1568 2287 14
1569 2294 21
1570 2331 13
1571 6509 15
1571 2322 8
1572 2334 12
1573 2421 20
1574 2243 21
1575 2186 16
1576 8082 15
1576 2410 6
1577 2493 9
1578 2509 9
1579 2339 10
1580 2295 16
1581 2408 7
1582 2236 19
1583 2382 12
1584 2284 17
1585 2446 16
1586 6096 9
1586 2536 18
1587 2221 15
1588 2370 13
1589 2235 21
1590 2436 6
1591 2221 18
1592 2238 12
1593 5133 9
1593 2406 17
1594 2346 13
1595 2211 16
1596 2279 19
1597 2206 16
1598 2352 13
1598 2210 7
1599 5426 18
1599 2238 20
1600 3289 6
1600 2464 13
1601 2293 14
1602 2448 8
1603 2336 14
1604 2290 15
1605 8366 20
1605 2219 6
1605 2442 6
1606 2249 19
1607 2420 11
1608 2254 15
1609 2301 13
1610 2219 5
1611 9764 10
1611 2253 21
1612 2509 8
1613 2218 19
1614 2441 18
1615 2353 20
1616 2531 5
1617 2335 21
1618 2323 17
1619 2253 13
1620 2516 20
1621 2391 20
1622 4185 14
1622 2388 5
1623 2497 5
1624 2417 7
1625 2273 14
1626 9495 17
1626 2385 8
1627 2209 17
1628 2194 20
1629 2268 5
1630 6860 20
1630 2510 15
1631 2453 16
1632 6203 9
1632 2409 14
1633 2419 15
1634 2216 11
1635 2530 20
1636 2415 18
1637 2227 7
1638 7205 20
1638 2315 17
1639 2436 15
1640 2357 17
1641 2432 16
1642 2407 18
1643 2394 11
1643 2435 12
1644 2477 6
1645 2238 19
1646 2276 13
1646 2413 11
1647 2268 12
1648 4488 20
1648 2386 19
1649 4978 16
1649 2405 10
1650 2461 17
1651 2424 17
1652 2225 19
1653 6360 5
1653 2323 16
1654 2309 12
1655 2330 17
1656 2268 6
1657 2343 17
1658 2266 5
1659 2219 8
1660 2245 14
1661 7081 10
1661 2484 21
1661 2196 13
1662 2532 12
1663 2457 19
1664 2405 18
1665 2427 14
1666 2486 10
1667 2519 8
1668 2456 16
1669 2379 7
1670 2960 13
1670 2310 17
1671 3621 14
1671 2184 15
1672 9859 5
1672 2301 5
1673 2446 10
1674 2204 12
1675 6142 5
1675 2380 13
1676 2257 20
1677 2359 11
1678 2365 15
1679 3397 21
1679 2526 21
1680 2432 18
1681 5641 12
1681 2214 20
1682 2393 21
1683 2403 15
1684 2359 6
1685 6266 8
1685 2415 10
1686 2519 17
1687 2272 14
1688 2375 6
1689 2377 15
1690 9460 17
1690 2432 20
1691 2466 13
1692 6417 7
1692 2387 6
1693 4555 17
1693 2287 7
1694 2338 6
1695 2450 8
1696 2332 18
1697 2481 19
1698 4133 6
1698 2440 8
1699 6115 11
1699 2531 13
1700 2214 5
1701 3078 5
1701 2310 15
1702 5101 10
1702 2247 5
1703 7966 13
1703 2269 9
1704 2212 20
1705 2246 15
1706 2208 21
1707 2487 9
1708 2208 9
1709 2461 15
1710 2370 14
1711 2316 5
1712 2395 9
1713 3158 8
1713 2225 17
1714 2456 20
1715 2313 13
1716 2415 12
1717 2306 6
1718 2327 20
1719 8987 9
1719 2271 18
1720 2360 7
1721 2329 11
1722 2270 6
1723 2365 19
1724 2472 6
1725 2470 15
1726 2195 18
1727 2428 17
1728 2367 17
1729 2337 19
1730 2222 19
1731 2383 7
1732 2456 21
1733 2307 6
1734 2348 6
1735 2332 18
1736 2422 19
1737 2252 16
1738 2459 10
1739 3663 14
1739 2488 7
1740 2278 9
1741 2528 19
1742 2208 5
1743 2344 15
1744 2305 17
1745 2349 21
1746 2445 19
1747 2329 18
1748 2500 15
1749 6525 21
1749 2379 5
1750 2360 19
1751 2526 15
1752 2208 21
1753 9939 20
1753 2516 20
1754 2530 19
1755 2448 6
1756 4332 6
1756 2302 12
1757 2357 6
1758 2422 14
1759 2392 18
1760 2388 13
1761 3509 19
1761 2513 6
1762 2277 20
1763 2455 18
1764 2473 15
1765 2250 14
1766 2274 14
1767 2423 16
1768 2305 6
1769 2523 17
1770 2295 19
1771 7444 15
1771 2303 5
1772 2473 14
1773 2395 9
1774 2248 19
1775 5188 6
1775 2354 19
1776 5342 17
1776 2244 6
1777 2340 5
1778 2501 18
1779 2373 11
1780 2464 5
1780 2230 14
1781 2518 21
1782 9747 5
1782 2526 7
1783 2275 18
1784 2248 16
1785 2290 10
1786 2292 5
1787 2531 13
1788 2284 18
1789 2188 13
1790 2531 9
1791 2537 19
1792 2527 19
1793 2412 21
1794 2194 8
1795 4838 17
1795 2365 10
1796 7415 7
1796 2323 9
1797 6012 6
1797 2381 16
1798 4472 14
1798 2245 5
1799 6095 10
1799 2339 7
1800 2394 11
1801 2308 8
1802 2260 7
1803 2460 19
1804 2497 7
1805 5623 11
1805 2353 16
1806 2406 17
1807 2344 7
1808 2438 11
1809 2465 6
1810 2463 13
1811 2268 6
1812 2415 19
1813 2308 20
1814 9870 13
1814 2191 7
1815 2227 12
1816 2356 11
1817 2369 21
1818 2507 21
1819 2439 5
1820 2527 13
1821 2303 7
1822 2488 19
1823 2309 7
1824 2509 8
1825 2397 5
1826 2263 11
1827 2186 9
1828 2361 20
1829 2380 11
1830 2477 15
1831 2528 7
1832 2415 13
1833 2481 21
1834 6483 8
1834 2294 12
1835 2526 13
1836 2352 10
1837 2482 15
1838 2345 15
1839 2213 7
1840 8660 11
1840 2417 21
1841 2276 16
1842 2426 12
1843 3046 10
1843 2489 9
1844 2404 5
1845 2185 15
1846 2748 19
1846 2326 21
1847 2527 18
1848 2462 17
1849 2261 5
1850 2208 21
1850 2319 15
1851 2495 8
1852 2221 6
1853 5790 10
1853 2281 12
1854 2514 15
1855 2412 17
1856 2465 9
1857 2378 5
1858 2229 11
1859 2243 14
1860 9298 19
1860 2443 11
1861 2536 8
1862 2284 10
1862 2347 11
1863 2434 19
1864 9405 13
1864 2348 16
1865 2292 12
1866 2342 11
1867 2274 13
